"Age","BusinessTravel","DailyRate","DistanceFromHome","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
33,"Non-Travel",1313,1,2,"Male",59,2,1,3,"Divorced",2008,20439,1,"No",12,3,3,3,1,2,2,1,1,0,0,"No"
35,"Travel_Rarely",819,2,3,"Male",44,2,3,2,"Divorced",10274,19588,2,"No",18,3,2,1,15,2,4,7,7,6,4,"No"
29,"Travel_Rarely",232,19,4,"Male",34,3,2,4,"Divorced",4262,22645,4,"No",12,3,2,2,8,2,4,3,2,1,2,"No"
32,"Travel_Rarely",824,5,4,"Female",67,2,2,2,"Married",5878,15624,3,"No",12,3,1,1,12,2,3,7,1,2,5,"No"
39,"Travel_Rarely",1383,2,4,"Female",42,2,2,4,"Married",5204,7790,8,"No",11,3,3,2,13,2,3,5,4,0,4,"No"
33,"Travel_Rarely",1069,1,2,"Female",42,2,2,4,"Single",6949,12291,0,"No",14,3,1,0,6,3,3,5,0,1,4,"No"
33,"Travel_Rarely",1069,1,2,"Female",42,2,2,4,"Single",6949,12291,0,"No",14,3,1,0,6,3,3,5,0,1,4,"No"
40,"Non-Travel",1142,8,4,"Male",72,3,2,4,"Divorced",4069,8841,3,"Yes",18,3,3,0,8,2,3,2,2,2,2,"No"
40,"Travel_Rarely",630,4,3,"Male",67,2,3,4,"Married",10855,8552,7,"No",11,3,1,1,15,2,2,12,11,2,11,"No"
31,"Non-Travel",587,2,4,"Female",57,3,3,3,"Divorced",9852,8935,1,"Yes",19,3,1,1,10,5,2,10,8,9,6,"No"
44,"Travel_Rarely",625,4,4,"Male",50,3,2,2,"Single",5933,5197,9,"No",12,3,4,0,10,2,2,5,2,2,3,"No"
49,"Travel_Rarely",465,6,3,"Female",41,2,4,3,"Married",13966,11652,2,"Yes",19,3,2,1,30,3,3,15,11,2,12,"No"
23,"Travel_Rarely",373,1,4,"Male",47,3,1,3,"Married",1223,16901,1,"No",22,4,4,1,1,2,3,1,0,0,1,"No"
57,"Travel_Rarely",593,1,4,"Male",88,3,2,3,"Married",6755,2967,2,"No",11,3,3,0,15,2,3,3,2,1,2,"No"
54,"Travel_Rarely",971,1,4,"Female",54,3,4,4,"Single",17328,5652,6,"No",19,3,4,0,29,3,2,20,7,12,7,"No"
29,"Travel_Rarely",1176,3,2,"Female",62,3,2,3,"Married",5561,3487,1,"No",14,3,1,1,6,5,2,6,0,1,2,"No"
27,"Travel_Frequently",1297,5,4,"Female",53,3,1,4,"Single",2379,19826,0,"Yes",14,3,3,0,6,3,2,5,4,0,2,"No"
18,"Non-Travel",1124,1,4,"Female",97,3,1,4,"Single",1611,19305,1,"No",15,3,3,0,0,5,4,0,0,0,0,"No"
26,"Travel_Rarely",157,1,3,"Male",95,3,1,1,"Single",2867,20006,0,"No",13,3,4,0,8,6,2,7,7,7,6,"No"
37,"Travel_Rarely",290,21,2,"Male",65,4,1,1,"Married",3564,22977,1,"Yes",12,3,1,1,8,3,2,8,7,1,7,"No"
32,"Travel_Rarely",801,1,3,"Female",48,3,3,4,"Married",10422,24032,1,"No",19,3,3,2,14,3,3,14,10,5,7,"No"
36,"Travel_Rarely",913,9,2,"Male",48,2,2,2,"Divorced",8847,13934,2,"Yes",11,3,3,1,13,2,3,3,2,0,2,"No"
35,"Travel_Rarely",1296,5,3,"Male",62,3,3,2,"Single",8095,18264,0,"No",13,3,4,0,17,5,3,16,6,0,13,"No"
19,"Travel_Rarely",265,25,2,"Female",57,4,1,4,"Single",2994,21221,1,"Yes",12,3,4,0,1,2,3,1,0,0,1,"No"
38,"Travel_Frequently",888,10,3,"Male",71,3,2,3,"Married",6077,14814,3,"No",11,3,3,0,10,2,3,6,3,1,2,"No"
41,"Travel_Rarely",642,1,4,"Male",76,3,1,4,"Married",2782,21412,3,"No",22,4,1,1,12,3,3,5,3,1,0,"No"
42,"Travel_Rarely",419,12,2,"Male",77,3,2,4,"Divorced",5087,2900,3,"Yes",12,3,3,2,14,4,3,0,0,0,0,"No"
27,"Travel_Rarely",486,8,2,"Female",86,4,1,3,"Married",3517,22490,7,"No",17,3,1,0,5,0,3,3,2,0,2,"No"
33,"Travel_Rarely",922,1,1,"Female",95,4,4,3,"Divorced",16184,22578,4,"No",19,3,3,1,10,2,3,6,1,0,5,"No"
45,"Travel_Rarely",1316,29,3,"Male",83,3,1,4,"Single",3452,9752,5,"No",13,3,2,0,9,2,2,6,5,0,3,"No"
31,"Travel_Rarely",218,7,2,"Male",100,4,2,4,"Married",6929,12241,4,"No",11,3,2,1,10,3,2,8,7,7,7,"No"
44,"Travel_Rarely",1488,1,2,"Female",75,3,2,1,"Divorced",5454,4009,5,"Yes",21,4,3,1,9,2,2,4,3,1,3,"No"
46,"Travel_Rarely",1402,2,3,"Female",69,3,4,1,"Married",17048,24097,8,"No",23,4,1,0,28,2,3,26,15,15,9,"No"
37,"Travel_Frequently",319,4,1,"Male",41,3,1,4,"Divorced",2793,2539,4,"No",17,3,3,1,13,2,3,9,8,5,8,"No"
50,"Travel_Rarely",328,1,3,"Male",86,2,1,3,"Married",3690,3425,2,"No",15,3,4,1,5,2,2,3,2,0,2,"No"
45,"Non-Travel",1052,6,4,"Female",57,2,3,4,"Single",8865,16840,6,"No",12,3,4,0,23,2,3,19,7,12,8,"No"
26,"Travel_Rarely",482,1,2,"Female",90,2,1,3,"Married",2933,14908,1,"Yes",13,3,3,1,1,3,2,1,0,1,0,"No"
28,"Travel_Rarely",304,9,2,"Male",92,3,2,4,"Single",5253,20750,1,"No",16,3,4,0,7,1,3,7,5,0,7,"No"
45,"Non-Travel",1050,9,2,"Female",65,2,2,3,"Married",5593,17970,1,"No",13,3,4,1,15,2,3,15,10,4,12,"No"
35,"Travel_Frequently",482,4,3,"Male",87,3,2,3,"Single",4249,2690,1,"Yes",11,3,2,0,9,3,3,9,6,1,1,"No"
54,"Travel_Rarely",1147,3,4,"Female",52,3,2,1,"Married",5940,17011,2,"No",14,3,4,1,16,4,3,6,2,0,5,"No"
30,"Travel_Rarely",979,15,3,"Male",94,2,3,1,"Divorced",7140,3088,2,"No",11,3,1,1,12,2,3,7,7,1,7,"No"
30,"Non-Travel",1116,2,3,"Female",49,3,1,4,"Single",2564,7181,0,"No",14,3,3,0,12,2,2,11,7,6,7,"No"
31,"Travel_Frequently",793,20,3,"Male",67,4,1,4,"Married",2791,21981,0,"No",12,3,1,1,3,4,3,2,2,2,2,"No"
35,"Non-Travel",1180,2,2,"Male",90,3,2,4,"Divorced",5762,24442,2,"No",14,3,3,1,15,6,3,7,7,1,7,"No"
34,"Travel_Rarely",943,9,4,"Male",86,3,3,4,"Divorced",8500,5494,0,"No",11,3,4,1,10,0,2,9,7,1,6,"No"
38,"Travel_Frequently",240,2,1,"Female",75,4,2,1,"Single",5980,26085,6,"Yes",12,3,4,0,17,2,3,15,7,4,12,"No"
37,"Travel_Rarely",408,19,2,"Male",73,3,1,2,"Married",3022,10227,4,"No",21,4,1,0,8,1,3,1,0,0,0,"No"
27,"Travel_Frequently",1410,3,4,"Female",71,4,2,4,"Divorced",4647,16673,1,"Yes",20,4,2,2,6,3,3,6,5,0,4,"No"
45,"Travel_Rarely",1448,29,2,"Male",55,3,3,4,"Married",9380,14720,4,"Yes",18,3,4,2,10,4,4,3,1,1,2,"No"
31,"Travel_Rarely",1274,9,3,"Male",33,3,3,2,"Divorced",10648,14394,1,"No",25,4,4,1,13,6,4,13,8,0,8,"No"
38,"Travel_Frequently",1189,1,4,"Male",90,3,2,4,"Married",4735,9867,7,"No",15,3,4,2,19,4,4,13,11,2,9,"No"
31,"Travel_Frequently",715,2,4,"Male",54,3,2,1,"Single",5332,21602,7,"No",13,3,4,0,10,3,3,5,2,0,3,"No"
58,"Non-Travel",390,1,4,"Male",32,1,2,3,"Divorced",5660,17056,2,"Yes",13,3,4,1,12,2,3,5,3,1,2,"No"
23,"Travel_Rarely",650,9,2,"Male",37,3,1,1,"Married",2500,4344,1,"No",14,3,4,1,5,2,4,4,3,0,2,"No"
29,"Travel_Rarely",232,19,4,"Male",34,3,2,4,"Divorced",4262,22645,4,"No",12,3,2,2,8,2,4,3,2,1,2,"No"
29,"Travel_Rarely",726,29,4,"Male",93,1,2,3,"Divorced",6384,21143,8,"No",17,3,4,2,11,3,3,7,0,1,6,"No"
43,"Travel_Rarely",589,14,2,"Male",94,3,4,1,"Married",17159,5200,6,"No",24,4,3,1,22,3,3,4,1,1,0,"No"
46,"Travel_Rarely",717,13,3,"Male",34,3,2,2,"Single",5562,9697,6,"No",14,3,4,0,19,3,3,10,7,0,9,"No"
24,"Travel_Frequently",535,24,4,"Male",38,3,1,4,"Married",2400,5530,0,"No",13,3,3,2,3,3,3,2,2,2,1,"No"
38,"Travel_Rarely",1084,29,4,"Male",54,3,2,4,"Married",6261,4185,3,"No",18,3,1,1,9,3,1,7,7,1,7,"No"
26,"Travel_Rarely",583,4,3,"Male",53,3,1,4,"Single",2875,9973,1,"Yes",20,4,2,0,8,2,2,8,5,2,2,"No"
42,"Travel_Rarely",1147,10,3,"Female",31,3,4,1,"Married",16799,16616,0,"No",14,3,3,1,21,5,3,20,7,0,9,"No"
43,"Travel_Frequently",313,21,4,"Male",61,3,1,4,"Married",2258,15238,7,"No",20,4,1,1,8,1,3,3,2,1,2,"No"
37,"Travel_Rarely",228,6,3,"Male",98,3,2,4,"Married",6502,22825,4,"No",14,3,2,1,7,5,4,5,4,0,1,"No"
31,"Travel_Rarely",525,6,1,"Male",66,4,2,4,"Divorced",5460,6219,4,"No",22,4,4,2,13,4,4,7,7,5,7,"No"
46,"Travel_Rarely",526,1,2,"Female",92,3,3,1,"Divorced",10453,2137,1,"No",25,4,3,3,24,2,3,24,13,15,7,"No"
31,"Travel_Rarely",1232,7,3,"Female",39,3,3,4,"Single",7143,25713,1,"Yes",14,3,3,0,11,2,2,11,9,4,10,"No"
42,"Travel_Rarely",419,12,2,"Male",77,3,2,4,"Divorced",5087,2900,3,"Yes",12,3,3,2,14,4,3,0,0,0,0,"No"
39,"Travel_Rarely",170,3,3,"Male",76,2,2,3,"Divorced",3069,10302,0,"No",15,3,4,1,11,3,3,10,8,0,7,"No"
29,"Travel_Rarely",1086,7,1,"Female",62,2,1,4,"Divorced",2532,6054,6,"No",14,3,3,3,8,5,3,4,3,0,3,"No"
28,"Travel_Rarely",440,21,3,"Male",42,3,1,4,"Married",2713,6672,1,"No",11,3,3,1,5,2,1,5,2,0,2,"No"
18,"Non-Travel",1431,14,2,"Female",33,3,1,3,"Single",1514,8018,1,"No",16,3,3,0,0,4,1,0,0,0,0,"No"
33,"Non-Travel",530,16,3,"Female",36,3,2,4,"Divorced",5368,16130,1,"Yes",25,4,3,1,7,2,3,6,5,1,2,"No"
38,"Travel_Rarely",688,23,4,"Male",82,3,2,4,"Divorced",5745,18899,9,"No",14,3,2,1,10,2,3,2,2,1,2,"No"
27,"Travel_Rarely",1103,14,1,"Male",42,3,1,1,"Married",2235,14377,1,"Yes",14,3,4,2,9,3,2,9,7,6,8,"No"
50,"Travel_Rarely",989,7,2,"Female",43,2,5,3,"Divorced",18740,16701,5,"Yes",12,3,4,1,29,2,2,27,3,13,8,"No"
33,"Travel_Rarely",1069,1,2,"Female",42,2,2,4,"Single",6949,12291,0,"No",14,3,1,0,6,3,3,5,0,1,4,"No"
49,"Travel_Rarely",722,25,3,"Female",84,3,1,1,"Married",3211,22102,1,"No",14,3,4,1,10,3,2,9,6,1,4,"No"
46,"Travel_Rarely",1402,2,3,"Female",69,3,4,1,"Married",17048,24097,8,"No",23,4,1,0,28,2,3,26,15,15,9,"No"
38,"Travel_Rarely",1495,10,3,"Female",76,3,2,3,"Married",9824,22174,3,"No",19,3,3,1,18,4,3,1,0,0,0,"No"
29,"Travel_Rarely",468,28,4,"Female",73,2,1,1,"Single",3785,8489,1,"No",14,3,2,0,5,3,1,5,4,0,4,"No"
54,"Travel_Rarely",1441,17,3,"Female",56,3,3,3,"Married",10739,13943,8,"No",11,3,3,1,22,2,3,10,7,0,8,"No"
58,"Travel_Rarely",1055,1,4,"Female",76,3,5,1,"Married",19701,22456,3,"Yes",21,4,3,1,32,3,3,9,8,1,5,"No"
40,"Travel_Rarely",1342,9,1,"Male",47,3,2,1,"Married",5473,19345,0,"No",12,3,4,0,9,5,4,8,4,7,1,"No"
34,"Travel_Rarely",1480,4,3,"Male",64,3,3,4,"Married",9713,24444,2,"Yes",13,3,4,3,9,3,3,5,3,1,0,"No"
38,"Travel_Rarely",395,9,2,"Male",98,2,1,2,"Married",2899,12102,0,"No",19,3,4,1,3,3,3,2,2,1,2,"No"
35,"Travel_Rarely",992,1,4,"Male",68,2,1,1,"Single",2450,21731,1,"No",19,3,2,0,3,3,3,3,0,1,2,"No"
38,"Travel_Rarely",1245,14,3,"Male",80,3,2,2,"Married",9924,12355,0,"No",11,3,4,1,10,3,3,9,8,7,7,"No"
37,"Travel_Frequently",1231,21,3,"Female",54,3,1,4,"Married",2973,21222,5,"No",15,3,2,1,10,3,3,5,4,0,0,"No"
53,"Travel_Rarely",970,7,3,"Male",59,4,4,3,"Married",14814,13514,3,"No",19,3,3,0,32,3,3,5,1,1,3,"No"
34,"Travel_Rarely",1354,5,3,"Female",45,2,3,1,"Single",11631,5615,2,"No",12,3,4,0,14,6,3,11,10,5,8,"No"
18,"Travel_Rarely",812,10,4,"Female",69,2,1,3,"Single",1200,9724,1,"No",12,3,1,0,0,2,3,0,0,0,0,"No"
28,"Travel_Rarely",1217,1,3,"Female",67,3,1,1,"Married",3591,12719,1,"No",25,4,3,1,3,3,3,3,2,1,2,"No"
36,"Travel_Rarely",335,17,3,"Male",33,2,2,2,"Married",5507,16822,2,"No",16,3,3,2,12,1,1,4,2,1,3,"No"
26,"Travel_Rarely",583,4,3,"Male",53,3,1,4,"Single",2875,9973,1,"Yes",20,4,2,0,8,2,2,8,5,2,2,"No"
53,"Travel_Rarely",970,7,3,"Male",59,4,4,3,"Married",14814,13514,3,"No",19,3,3,0,32,3,3,5,1,1,3,"No"
52,"Travel_Rarely",258,8,3,"Female",54,3,1,1,"Married",2950,17363,9,"No",13,3,3,0,12,2,1,5,4,0,4,"No"
32,"Travel_Rarely",859,4,3,"Female",98,2,2,3,"Married",6162,19124,1,"No",12,3,3,1,14,3,3,14,13,6,8,"No"
32,"Travel_Rarely",499,2,3,"Male",36,3,2,2,"Married",4078,20497,0,"Yes",13,3,1,3,4,3,2,3,2,1,2,"No"
35,"Travel_Rarely",219,16,4,"Female",44,2,2,2,"Married",4788,25388,0,"Yes",11,3,4,0,4,2,3,3,2,0,2,"No"
38,"Travel_Frequently",471,12,1,"Male",45,2,2,1,"Divorced",6288,4284,2,"No",15,3,3,1,13,3,2,4,3,1,2,"No"
31,"Non-Travel",979,1,3,"Male",90,1,2,3,"Married",4345,4381,0,"No",12,3,4,1,6,2,3,5,4,1,4,"No"
23,"Travel_Rarely",650,9,2,"Male",37,3,1,1,"Married",2500,4344,1,"No",14,3,4,1,5,2,4,4,3,0,2,"No"
36,"Travel_Rarely",188,7,2,"Male",65,3,1,4,"Single",4678,23293,2,"No",18,3,3,0,8,6,3,6,2,0,1,"No"
37,"Travel_Rarely",1319,6,3,"Male",51,4,2,1,"Divorced",5974,17001,4,"Yes",13,3,1,2,13,2,3,7,7,6,7,"No"
36,"Travel_Frequently",1480,3,4,"Male",30,3,1,2,"Single",2088,15062,4,"No",12,3,3,0,13,3,2,8,7,7,2,"No"
31,"Travel_Rarely",670,26,1,"Male",31,3,1,3,"Divorced",2911,15170,1,"No",17,3,4,1,5,1,2,5,2,4,3,"No"
38,"Travel_Rarely",1009,2,2,"Female",31,3,2,1,"Divorced",6893,19461,3,"No",15,3,4,1,11,3,3,7,7,1,7,"No"
38,"Non-Travel",573,6,2,"Female",79,1,2,4,"Divorced",5329,15717,7,"Yes",12,3,4,3,17,3,3,13,11,1,9,"No"
51,"Travel_Rarely",313,3,4,"Female",98,3,4,2,"Single",13734,7192,3,"No",18,3,3,0,21,6,3,7,7,1,0,"No"
38,"Travel_Rarely",1321,1,4,"Male",86,3,2,2,"Married",4440,7636,0,"No",15,3,1,2,16,3,3,15,13,5,8,"No"
36,"Travel_Rarely",329,2,4,"Female",96,3,1,3,"Married",2543,11868,4,"No",13,3,2,1,6,3,3,2,2,2,2,"No"
34,"Travel_Rarely",1346,19,2,"Male",93,3,1,4,"Divorced",2661,8758,0,"No",11,3,3,1,3,2,3,2,2,1,2,"No"
29,"Travel_Rarely",468,28,4,"Female",73,2,1,1,"Single",3785,8489,1,"No",14,3,2,0,5,3,1,5,4,0,4,"No"
40,"Travel_Rarely",329,1,2,"Male",88,3,1,2,"Married",2387,6762,3,"No",22,4,3,1,7,3,3,4,2,0,3,"No"
32,"Travel_Rarely",495,10,3,"Male",64,3,3,4,"Single",11244,21072,2,"No",25,4,2,0,10,5,4,5,2,0,0,"No"
24,"Non-Travel",830,13,4,"Female",78,3,1,2,"Married",2033,7103,1,"No",13,3,3,1,1,2,3,1,0,0,0,"No"
43,"Travel_Rarely",1179,2,4,"Male",73,3,2,4,"Married",7847,6069,1,"Yes",17,3,1,1,10,3,3,10,9,8,8,"No"
45,"Non-Travel",1052,6,4,"Female",57,2,3,4,"Single",8865,16840,6,"No",12,3,4,0,23,2,3,19,7,12,8,"No"
42,"Travel_Rarely",1147,10,3,"Female",31,3,4,1,"Married",16799,16616,0,"No",14,3,3,1,21,5,3,20,7,0,9,"No"
27,"Travel_Rarely",1054,8,3,"Female",67,3,1,4,"Single",3445,6152,1,"No",11,3,3,0,6,5,2,6,2,1,4,"No"
29,"Travel_Rarely",1378,13,4,"Male",46,2,2,2,"Married",4025,23679,4,"Yes",13,3,1,1,10,2,3,4,3,0,3,"No"
48,"Travel_Rarely",163,2,2,"Female",37,3,2,4,"Married",4051,19658,2,"No",14,3,1,1,14,2,3,9,7,6,7,"No"
27,"Travel_Frequently",1242,20,4,"Female",90,3,2,3,"Single",9981,12916,1,"No",14,3,4,0,7,2,3,7,7,0,7,"No"
28,"Travel_Rarely",1144,10,4,"Male",74,3,1,2,"Married",1052,23384,1,"No",22,4,2,0,1,5,3,1,0,0,0,"No"
31,"Travel_Rarely",741,2,2,"Male",69,3,1,3,"Married",3477,18103,1,"No",14,3,4,1,6,2,4,5,2,0,3,"No"
42,"Travel_Rarely",1396,6,3,"Male",83,3,3,1,"Married",13348,14842,9,"No",13,3,2,1,18,3,4,13,7,5,7,"No"
35,"Travel_Rarely",1017,6,2,"Male",82,1,2,4,"Single",6646,19368,1,"No",13,3,2,0,17,3,3,17,11,11,8,"No"
20,"Travel_Rarely",959,1,4,"Female",83,2,1,2,"Single",2836,11757,1,"No",13,3,4,0,1,0,4,1,0,0,0,"No"
46,"Travel_Rarely",1277,2,3,"Male",74,3,3,4,"Divorced",10368,5596,4,"Yes",12,3,2,1,13,5,2,10,6,0,3,"No"
53,"Travel_Rarely",102,23,4,"Female",72,3,4,4,"Single",14275,20206,6,"No",18,3,3,0,33,0,3,12,9,3,8,"No"
41,"Travel_Rarely",1283,5,2,"Male",90,4,1,3,"Married",2127,5561,2,"Yes",12,3,1,0,7,5,2,4,2,0,3,"No"
27,"Travel_Frequently",1131,15,4,"Female",77,2,1,1,"Married",4774,23844,0,"No",19,3,4,1,8,2,2,7,6,7,3,"No"
37,"Travel_Rarely",408,19,2,"Male",73,3,1,2,"Married",3022,10227,4,"No",21,4,1,0,8,1,3,1,0,0,0,"No"
31,"Travel_Rarely",616,12,4,"Female",41,3,2,4,"Married",5855,17369,0,"Yes",11,3,3,2,10,2,1,9,7,8,5,"No"
42,"Travel_Rarely",932,1,4,"Female",43,2,2,4,"Married",6062,4051,9,"Yes",13,3,4,1,8,4,3,4,3,0,2,"No"
48,"Travel_Rarely",1236,1,4,"Female",40,2,4,1,"Married",15402,17997,7,"No",11,3,1,1,21,3,1,3,2,0,2,"No"
38,"Travel_Frequently",693,7,4,"Male",57,4,1,3,"Divorced",2610,15748,1,"No",11,3,4,3,4,2,3,4,2,0,3,"No"
35,"Non-Travel",1180,2,2,"Male",90,3,2,4,"Divorced",5762,24442,2,"No",14,3,3,1,15,6,3,7,7,1,7,"No"
49,"Travel_Rarely",470,20,3,"Female",96,3,2,1,"Married",6567,5549,1,"No",14,3,3,0,16,2,2,15,11,5,11,"No"
43,"Travel_Rarely",782,6,2,"Male",50,2,4,4,"Divorced",16627,2671,4,"Yes",14,3,3,1,21,3,2,1,0,0,0,"No"
35,"Travel_Rarely",682,18,2,"Male",71,3,2,1,"Married",5561,15975,0,"No",16,3,4,1,6,2,1,5,3,0,4,"No"
42,"Travel_Rarely",1396,6,3,"Male",83,3,3,1,"Married",13348,14842,9,"No",13,3,2,1,18,3,4,13,7,5,7,"No"
27,"Travel_Rarely",1377,11,2,"Male",91,3,1,1,"Married",2099,7679,0,"No",14,3,2,0,6,3,4,5,0,1,4,"No"
35,"Non-Travel",1225,2,4,"Female",61,3,2,1,"Divorced",5093,4761,2,"No",11,3,1,1,16,2,4,1,0,0,0,"No"
34,"Travel_Rarely",1346,19,2,"Male",93,3,1,4,"Divorced",2661,8758,0,"No",11,3,3,1,3,2,3,2,2,1,2,"No"
28,"Travel_Rarely",1423,1,1,"Male",72,2,1,3,"Divorced",1563,12530,1,"No",14,3,4,1,1,2,1,1,0,0,0,"No"
35,"Travel_Rarely",882,3,4,"Male",92,3,3,4,"Divorced",7823,6812,6,"No",13,3,2,1,12,2,3,10,9,0,8,"No"
59,"Travel_Rarely",1324,3,3,"Female",81,4,1,1,"Married",2670,9964,4,"Yes",20,4,1,3,12,3,2,1,0,0,0,"No"
32,"Non-Travel",862,2,3,"Female",76,3,1,1,"Divorced",2827,14947,1,"No",12,3,3,3,1,3,3,1,0,0,0,"No"
36,"Travel_Rarely",922,3,1,"Female",39,3,1,4,"Divorced",2835,2561,5,"No",22,4,1,1,7,2,3,1,0,0,0,"No"
40,"Travel_Rarely",804,2,4,"Female",86,2,1,4,"Single",2342,22929,0,"Yes",20,4,4,0,5,2,2,4,2,2,3,"No"
34,"Travel_Rarely",628,8,2,"Male",82,4,2,3,"Married",4404,10228,2,"No",12,3,1,0,6,3,4,4,3,1,2,"No"
30,"Travel_Rarely",1427,2,2,"Male",35,2,1,4,"Single",2720,11162,0,"No",13,3,4,0,6,3,3,5,3,1,2,"No"
43,"Travel_Rarely",1291,15,3,"Male",65,2,4,3,"Married",17603,3525,1,"No",24,4,1,1,14,3,3,14,10,6,11,"No"
51,"Travel_Rarely",684,6,1,"Male",51,3,5,3,"Single",19537,6462,7,"No",13,3,3,0,23,5,3,20,18,15,15,"No"
41,"Travel_Rarely",796,4,3,"Female",81,3,3,3,"Divorced",10447,26458,0,"Yes",13,3,4,1,23,3,4,22,14,13,5,"No"
34,"Travel_Rarely",704,28,4,"Female",95,2,2,3,"Married",6712,8978,1,"No",21,4,4,2,8,2,3,8,7,1,7,"No"
48,"Travel_Rarely",969,2,4,"Male",76,4,1,2,"Single",2559,16620,5,"No",11,3,3,0,7,4,2,1,0,0,0,"No"
31,"Travel_Rarely",182,8,1,"Female",93,3,4,2,"Single",16422,8847,3,"No",11,3,3,0,9,3,4,3,2,1,0,"No"
31,"Travel_Frequently",853,1,3,"Female",96,3,2,1,"Married",4148,11275,1,"No",12,3,3,1,4,1,3,4,3,0,3,"No"
39,"Travel_Frequently",1218,1,2,"Male",52,3,5,3,"Divorced",19197,8213,1,"Yes",14,3,3,1,21,3,3,21,8,1,6,"No"
59,"Travel_Rarely",1324,3,3,"Female",81,4,1,1,"Married",2670,9964,4,"Yes",20,4,1,3,12,3,2,1,0,0,0,"No"
28,"Travel_Rarely",736,26,3,"Male",48,2,2,1,"Married",4724,24232,1,"No",11,3,3,1,5,0,3,5,3,0,4,"No"
40,"Travel_Rarely",1308,14,3,"Male",44,2,5,3,"Single",19626,17544,1,"No",14,3,1,0,21,2,4,20,7,4,9,"No"
33,"Travel_Rarely",117,9,1,"Male",60,3,1,4,"Married",2781,6311,0,"No",13,3,2,1,15,5,3,14,10,4,10,"No"
31,"Travel_Rarely",828,2,2,"Male",77,3,2,4,"Single",6582,8346,4,"Yes",13,3,3,0,10,2,4,6,5,0,5,"No"
29,"Travel_Rarely",726,29,4,"Male",93,1,2,3,"Divorced",6384,21143,8,"No",17,3,4,2,11,3,3,7,0,1,6,"No"
44,"Travel_Rarely",170,1,2,"Male",78,4,2,1,"Married",5033,9364,2,"No",15,3,4,1,10,5,3,2,0,2,2,"No"
38,"Travel_Rarely",201,10,2,"Female",99,1,3,3,"Married",13206,3376,3,"No",12,3,1,1,20,3,3,18,16,1,11,"No"
32,"Travel_Rarely",646,9,1,"Female",92,3,2,4,"Married",6322,18089,1,"Yes",12,3,4,1,6,2,2,6,4,0,5,"No"
56,"Travel_Rarely",1443,11,4,"Female",89,2,2,1,"Married",5380,20328,4,"No",16,3,3,1,6,3,3,0,0,0,0,"No"
42,"Travel_Rarely",1396,6,3,"Male",83,3,3,1,"Married",13348,14842,9,"No",13,3,2,1,18,3,4,13,7,5,7,"No"
47,"Travel_Rarely",359,2,1,"Female",82,3,4,3,"Married",17169,26703,3,"No",19,3,2,2,26,2,4,20,17,5,6,"No"
32,"Travel_Rarely",634,5,2,"Female",35,4,1,4,"Married",3312,18783,3,"No",17,3,4,2,6,3,3,3,2,0,2,"No"
44,"Travel_Rarely",1117,2,1,"Female",72,4,1,4,"Married",2011,19982,1,"No",13,3,4,1,10,5,3,10,5,7,7,"No"
50,"Travel_Frequently",1234,20,2,"Male",41,3,4,3,"Married",11245,20689,2,"Yes",15,3,3,1,32,3,3,30,8,12,13,"No"
30,"Travel_Rarely",1427,2,2,"Male",35,2,1,4,"Single",2720,11162,0,"No",13,3,4,0,6,3,3,5,3,1,2,"No"
29,"Travel_Rarely",738,9,2,"Male",30,2,1,4,"Single",3983,7621,0,"No",17,3,3,0,4,2,3,3,2,2,2,"No"
34,"Travel_Rarely",1326,3,4,"Male",81,1,2,1,"Single",4759,15891,3,"No",18,3,4,0,15,2,3,13,9,3,12,"No"
34,"Non-Travel",1065,23,2,"Male",72,3,2,3,"Single",4568,10034,0,"No",20,4,3,0,10,2,3,9,5,8,7,"No"
28,"Travel_Rarely",640,1,4,"Male",84,3,1,1,"Single",2080,4732,2,"No",11,3,2,0,5,2,2,3,2,1,2,"No"
52,"Travel_Frequently",322,28,4,"Female",59,4,4,3,"Married",13247,9731,2,"Yes",11,3,2,1,24,3,2,5,3,0,2,"No"
44,"Travel_Rarely",661,9,2,"Male",61,3,1,1,"Married",2559,7508,1,"Yes",13,3,4,0,8,0,3,8,7,7,1,"No"
52,"Travel_Rarely",258,8,3,"Female",54,3,1,1,"Married",2950,17363,9,"No",13,3,3,0,12,2,1,5,4,0,4,"No"
34,"Travel_Rarely",1346,19,2,"Male",93,3,1,4,"Divorced",2661,8758,0,"No",11,3,3,1,3,2,3,2,2,1,2,"No"
46,"Travel_Frequently",638,1,3,"Male",40,2,3,1,"Married",10673,3142,2,"Yes",13,3,3,1,21,5,2,10,9,9,5,"No"
28,"Travel_Rarely",1300,17,3,"Male",79,3,2,1,"Divorced",4558,13535,1,"No",12,3,4,1,10,2,3,10,0,1,8,"No"
32,"Non-Travel",1184,1,3,"Female",70,2,1,2,"Married",2332,3974,6,"No",20,4,3,0,5,3,3,3,0,0,2,"No"
